Title,Company,Experience,Salary,Location,Rating,Reviews,Posted,Link
Data Analyst,Ohara IT Solutions,1-5 Yrs,4-9 Lacs PA ,Mumbai,N/A,N/A,1 week ago,https://www.naukri.com/job-listings-data-analyst-ohara-it-solutions-mumbai-1-to-5-years-080626011352
Data Analyst,CGI,5-7 Yrs,8-18 Lacs PA ,Hybrid - Hyderabad,4.0,5499  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-cgi-hyderabad-5-to-7-years-150526018833
Data Analyst,BMW Techworks India,3-6 Yrs,Not Disclosed,Pune,3.1,83  Reviews,1 week ago,https://www.naukri.com/job-listings-data-analyst-bmw-techworks-india-private-limited-pune-3-to-6-years-080626503229
Data Engineer / Analyst,We Shine Academy,0-3 Yrs,Not Disclosed,Chennai,3.0,22  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-engineer-analyst-we-shine-academic-chennai-0-to-3-years-080125502324
Data Analyst,The Briminc,1-3 Yrs,Not Disclosed,Bengaluru,N/A,N/A,1 week ago,https://www.naukri.com/job-listings-data-analyst-the-briminc-bengaluru-1-to-3-years-030626504105
Data Analyst,Ocwen Financial Corporation,6-9 Yrs,Not Disclosed,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",3.8,1163  Reviews,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-ocwen-financial-corporation-pune-bengaluru-mumbai-all-areas-6-to-9-years-020626018811
Hiring Data Analyst (SQL+Python),Motivity Labs,5-9 Yrs,Not Disclosed,Hyderabad,3.0,128  Reviews,6 days ago,https://www.naukri.com/job-listings-hiring-data-analyst-sql-python-motivity-labs-hyderabad-5-to-9-years-240526002724
Data Analyst,Lloyds Offshore Global Services,2-6 Yrs,Not Disclosed,Hyderabad,N/A,N/A,1 week ago,https://www.naukri.com/job-listings-data-analyst-lloyds-offshore-global-services-private-limited-hyderabad-2-to-6-years-080626502600
Data Analyst,Lloyds Offshore Global Services,5-11 Yrs,Not Disclosed,Hyderabad,N/A,N/A,1 week ago,https://www.naukri.com/job-listings-data-analyst-lloyds-offshore-global-services-private-limited-hyderabad-5-to-11-years-080626502259
Measurement Data Analyst,Tata Technologies,3-8 Yrs,Not Disclosed,"Pune, Chennai",3.4,3307  Reviews,1 day ago,https://www.naukri.com/job-listings-measurement-data-analyst-tata-technologies-pune-chennai-3-to-8-years-150626033759
"Data Analyst ( APLD , LAAD)",PRI Global,5-9 Yrs,9-13 Lacs PA ,Hybrid - Bengaluru,N/A,N/A,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-apld-laad-pri-india-it-services-bengaluru-5-to-9-years-270426003938
Data Analyst,Lloyds Offshore Global Services,2-5 Yrs,Not Disclosed,Hyderabad,N/A,N/A,1 week ago,https://www.naukri.com/job-listings-data-analyst-lloyds-offshore-global-services-private-limited-hyderabad-2-to-5-years-080626502643
Salesforce Data Analyst,Luxoft,8-10 Yrs,Not Disclosed,"Pune, Bengaluru",3.6,843  Reviews,1 week ago,https://www.naukri.com/job-listings-salesforce-data-analyst-luxoft-pune-bengaluru-8-to-10-years-040626011844
Data Analyst Mechanical/Instrumentation,Idexcel,4-7 Yrs,Not Disclosed,"Bengaluru, Vadodara",N/A,N/A,1 week ago,https://www.naukri.com/job-listings-data-analyst-mechanical-instrumentation-idexcel-bengaluru-vadodara-4-to-7-years-010426010667
Knowledge Analyst Data Curation & Classification,Sia Partners,2-7 Yrs,Not Disclosed,Mumbai,4.5,5  Reviews,1 day ago,https://www.naukri.com/job-listings-knowledge-analyst-data-curation-classification-sia-partners-mumbai-2-to-7-years-150626501455
Data Analyst,Lloyds Technology Centre India,8-15 Yrs,Not Disclosed,Hyderabad,3.5,268  Reviews,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-lloyds-technology-centre-india-hyderabad-8-to-15-years-260526503203
Data Analyst,TechBlocks,5-10 Yrs,Not Disclosed,"Hyderabad, Ahmedabad",3.2,118  Reviews,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-techblocks-consulting-pvt-ltd-hyderabad-ahmedabad-5-to-10-years-010626922994
Data Analyst,V Patrol,1-4 Yrs,Not Disclosed,Gurugram,1.7,9  Reviews,1 week ago,https://www.naukri.com/job-listings-data-analyst-vpatrol-ai-private-limited-gurugram-1-to-4-years-030626505047
Data Analyst,Guidehouse,1-6 Yrs,Not Disclosed,Thiruvananthapuram,3.6,981  Reviews,1 week ago,https://www.naukri.com/job-listings-data-analyst-guidehouse-thiruvananthapuram-1-to-6-years-080626500825
Data Analyst,Skylink Fibernet,2-6 Yrs,Not Disclosed,Coimbatore,2.7,43  Reviews,1 week ago,https://www.naukri.com/job-listings-data-analyst-skylink-fibernet-coimbatore-2-to-6-years-030626502558
Data Analyst,Bicxo - Enterprise Performance Management,3-6 Yrs,Not Disclosed,Thane,N/A,N/A,1 week ago,https://www.naukri.com/job-listings-data-analyst-bicxo-enterprise-performance-management-thane-3-to-6-years-040626501243
Data Analyst,Black Box,4-8 Yrs,5-10 Lacs PA ,Bengaluru,2.9,296  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-black-box-bengaluru-4-to-8-years-180526006767
QC Data Analyst,Straive,5-10 Yrs,Not Disclosed,Remote,3.3,2359  Reviews,1 week ago,https://www.naukri.com/job-listings-qc-data-analyst-straive-chennai-5-to-10-years-040626022036
Transportation Data Analyst,ADVICS,2-5 Yrs,Not Disclosed,Rohtak,4.1,108  Reviews,2 weeks ago,https://www.naukri.com/job-listings-transportation-data-analyst-advics-rohtak-2-to-5-years-010626502440
Data Analyst,Shell Info Technologies,5-10 Yrs,8-18 Lacs PA ,Shillong,N/A,N/A,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-shell-infotech-shillong-5-to-10-years-200526043517
Data Analyst,Amgen Inc,8-13 Yrs,Not Disclosed,Hyderabad,2.8,166  Reviews,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-amgen-inc-hyderabad-8-to-13-years-020626924622
Data Analyst Data Office,Optimum Solutions,3-8 Yrs,Not Disclosed,Chennai,3.2,670  Reviews,1 week ago,https://www.naukri.com/job-listings-data-analyst-data-office-optimum-infosystem-pvt-ltd-chennai-3-to-8-years-080626501330
Data Analyst/WFM Analyst,Net Impact Solutions,4-6 Yrs,Not Disclosed,Noida,3.4,124  Reviews,1 week ago,https://www.naukri.com/job-listings-data-analyst-wfm-analyst-net-impact-solutions-noida-4-to-6-years-080626008890
Data Analyst,dt,6-11 Yrs,5-11 Lacs PA ,Hyderabad,N/A,N/A,1 week ago,https://www.naukri.com/job-listings-data-analyst-orcapod-consulting-services-hyderabad-6-to-11-years-150225005334
Data Analyst,Sia Partners,3-6 Yrs,Not Disclosed,Mumbai,4.5,5  Reviews,1 week ago,https://www.naukri.com/job-listings-data-analyst-sia-partners-mumbai-3-to-6-years-030626502245
Excellent Job Opening  _ Data Analyst _ Chennai,Clover Infotech,7-12 Yrs,Not Disclosed,Chennai,3.3,1685  Reviews,1 week ago,https://www.naukri.com/job-listings-excellent-opening-data-analyst-chennai-clover-infotech-chennai-7-to-12-years-040626022993
Data analyst,Dr Agarwals Eye Hospital,2-4 Yrs,Not Disclosed,Mumbai,3.8,538  Reviews,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-dr-agarwals-eye-hospital-mumbai-2-to-4-years-020626017085
Underwriter & Data Analyst,Maruti Insurance,1-5 Yrs,Not Disclosed,Gurugram(Cyber City),4.3,93  Reviews,2 weeks ago,https://www.naukri.com/job-listings-underwriter-data-analyst-maruti-insurance-gurugram-1-to-5-years-020626006828
Data Analyst,LKQ India,3-6 Yrs,Not Disclosed,Bengaluru,3.3,450  Reviews,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-lkq-india-bengaluru-3-to-6-years-290526012009
Data Analyst,Medusind,1-6 Yrs,Not Disclosed,Mumbai,3.5,842  Reviews,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-medusind-solutions-mumbai-1-to-6-years-010626501575
Data Analyst,Puresoftware Technology,2-7 Yrs,Not Disclosed,"Noida, Gurugram, Manesar",2.9,589  Reviews,1 week ago,https://www.naukri.com/job-listings-data-analyst-puresoftware-technology-noida-gurugram-manesar-2-to-7-years-080626001131
Data Analyst,HMH Technology Private Limited,2-4 Yrs,Not Disclosed,Pune,4.6,28  Reviews,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-houghton-mifflin-harcourt-technology-private-limit-ed-pune-2-to-4-years-010626922781
Data Analysts,PRODAT,1-3 Yrs,Not Disclosed,Bengaluru,3.1,48  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analysts-prodat-bengaluru-1-to-3-years-131125503843
Data Analyst,Corporate Web Solutions,N/A,Unpaid ,Bengaluru,N/A,N/A,Starts in 1-3 months,https://www.naukri.com/job-listings-data-analyst-corporate-web-solutions-bengaluru-1-to-4-years-160525501890
Data Analyst,Capco,0-7 Yrs,Not Disclosed,Pune,3.8,698  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-capco-technologies-pvt-ltd-pune-0-to-7-years-110526502223
Data Analyst,ExcelR,1-4 Yrs,Not Disclosed,Bengaluru,3.6,1217  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-excelr-solutions-bengaluru-1-to-4-years-110326500153
Data Analyst,The Art Of Living Human Resources,2-4 Yrs,Not Disclosed,Bengaluru,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-the-art-of-living-human-resource-bengaluru-2-to-4-years-230426504671
Data Analyst,Mudra Ooh,2-7 Yrs,Not Disclosed,Bengaluru,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-mudra-ooh-bengaluru-2-to-7-years-130226506067
Data Analyst,Rohan Builders & Developers,4-8 Yrs,Not Disclosed,Nagar,4.1,872  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-rohan-builders-developers-nagar-4-to-8-years-020426504774
Data Anonymization Analyst,Innova Solutions,4-9 Yrs,Not Disclosed,Hybrid - Bengaluru,3.3,1196  Reviews,3 days ago,https://www.naukri.com/job-listings-data-anonymization-analyst-innova-solutions-bengaluru-4-to-9-years-050626019999
Data Integration Analyst,Alstom,4-9 Yrs,Not Disclosed,Bengaluru,3.7,3353  Reviews,1 week ago,https://www.naukri.com/job-listings-data-integration-analyst-alstom-transport-india-ltd-bengaluru-4-to-9-years-080626934022
Data Analyst,TALENTPULL AND INFRASTRUCTURE PRIVATE LIMITED,0-2 Yrs,2-4.25 Lacs PA ,Gurugram,N/A,N/A,1 week ago,https://www.naukri.com/job-listings-data-analyst-talentpull-and-infrastructure-gurugram-0-to-2-years-050626007781
Data Verification Analyst,Foundation Ai,0-5 Yrs,Not Disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3.4,46  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-verification-analyst-foundation-ai-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-5-years-101224501433
Data Analyst,Coforge,2-4 Yrs,Not Disclosed,Noida,3.3,8954  Reviews,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-coforge-noida-2-to-4-years-160526000014
Data Analyst,Naghavi Fintech,5-9 Yrs,Not Disclosed,Bengaluru,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-naghavi-fintech-bengaluru-5-to-9-years-260724502918
Statistician/Data Analyst,Two95 International,5-10 Yrs,Not Disclosed,Bengaluru,4.0,6  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-statistician-data-analyst-two95-international-inc-bengaluru-5-to-10-years-140526502692
Data Analyst,MS Guide World,4-9 Yrs,Not Disclosed,Bengaluru,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-ms-guide-world-bengaluru-4-to-9-years-260225502832
Data Analyst,Unity Small Finance Bank,2-5 Yrs,Not Disclosed,Navi Mumbai,3.6,1095  Reviews,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-unity-small-finance-bank-navi-mumbai-2-to-5-years-280526016350
DATA - ANALYST,Justlead.in,1-4 Yrs,Not Disclosed,Gurugram,N/A,N/A,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-justlead-solutions-private-limited-gurugram-1-to-4-years-280526502040
DATA - ANALYST,Justlead.in,1-4 Yrs,Not Disclosed,Chandigarh,N/A,N/A,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-justlead-solutions-private-limited-chandigarh-1-to-4-years-280526502039
DATA - ANALYST,Justlead.in,1-4 Yrs,Not Disclosed,Noida,N/A,N/A,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-justlead-solutions-private-limited-noida-1-to-4-years-280526502038
Data Analyst,Financial Service,5-10 Yrs,Not Disclosed,Hybrid - Bengaluru,N/A,N/A,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-purview-services-bengaluru-5-to-10-years-280526928136
Data Analyst,Primo Tech,1-3 Yrs,Not Disclosed,Mohali,4.3,104  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-primo-tech-mohali-1-to-3-years-281025501523
Data Analyst,Alcircle,1-3 Yrs,Not Disclosed,Kolkata,3.4,19  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-alcircle-kolkata-1-to-3-years-290525502439
Data Analyst,Yocreativ,1-3 Yrs,Not Disclosed,Gurugram,3.1,6  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-yocreativ-gurugram-1-to-3-years-290725501993
Data Analyst,Aays Analytics,3-7 Yrs,Not Disclosed,Gurugram,4.7,50  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-aays-analytics-gurugram-3-to-7-years-111125502285
Data Analyst (Outbound Contact Centre),CIMET,3-5 Yrs,Not Disclosed,Jaipur(Vaishali Nagar),3.2,44  Reviews,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-outbound-contact-centre-cimet-jaipur-3-to-5-years-210426035537
Data Analyst,bp,3-5 Yrs,Not Disclosed,Pune,3.7,736  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-bp-business-solutions-india-private-limited-pune-3-to-5-years-190526920876
Data Analyst,Apex 2000 INC,3-6 Yrs,Not Disclosed,Pune,3.3,7  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-apex-2000-inc-pune-3-to-6-years-240426501156
Data Analyst (BigQuery),Enfuse Solutions,2-4 Yrs,Not Disclosed,Mumbai,4.0,303  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-bigquery-enfuse-solutions-pvt-ltd-mumbai-2-to-4-years-300725504333
Data Analyst,Shree Ajit,2-6 Yrs,Not Disclosed,Vapi,3.2,27  Reviews,2 weeks ago,https://www.naukri.com/job-listings-data-analyst-shree-ajit-vapi-2-to-6-years-091225018071
Data Analyst,MAN TRUCK BUS,6-9 Yrs,Not Disclosed,Pune,2.4,276  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-man-truck-bus-pune-6-to-9-years-290426503589
Data Analyst,Squircle IT,4-7 Yrs,Not Disclosed,Pune,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-squircle-it-consulting-services-pvt-ltd-pune-4-to-7-years-140126503316
Online Data Analyst Gujarati,TELUS Digital,0-5 Yrs,Not Disclosed,Remote,3.5,1960  Reviews,3 weeks ago,https://www.naukri.com/job-listings-online-data-analyst-telus-digital-noida-0-to-5-years-110326926277
Data Analyst,Saven Technologies,3-5 Yrs,Not Disclosed,Hyderabad,3.4,48  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-saven-technologies-limited-hyderabad-3-to-5-years-270824501177
Specialist- Data & Planning Analyst,Nordex Engineering And Technology,6-8 Yrs,Not Disclosed,Chennai,2.8,17  Reviews,4 days ago,https://www.naukri.com/job-listings-specialist-data-planning-analyst-nordex-engineering-technology-private-limited-chennai-6-to-8-years-120626501376
Data Analyst with Hadoop,Asky Services Llp,5-7 Yrs,Not Disclosed,Gurugram,5.0,3  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-with-hadoop-asky-services-gurugram-5-to-7-years-270825502639
Data Analyst - Invoice 360,Mostedge,1-3 Yrs,Not Disclosed,Hyderabad,3.4,10  Reviews,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-invoice-360-mostedge-hyderabad-1-to-3-years-250526928630
Data Analyst,Tex Corp,1-2 Yrs,3.5-5.5 Lacs PA ,Gurugram,3.6,128  Reviews,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-tex-corp-gurugram-1-to-2-years-260526030574
Data Analyst,CarTrade,1-4 Yrs,5-7.5 Lacs PA ,Navi Mumbai,3.8,122  Reviews,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-cartrade-navi-mumbai-1-to-4-years-260526023451
Transportation Data Analyst,Azure Power,3-7 Yrs,Not Disclosed,Hyderabad,3.9,311  Reviews,2 weeks ago,https://www.naukri.com/job-listings-transportation-data-analyst-azure-power-hyderabad-3-to-7-years-280526501725
Data Analyst,IBS Software Services,2-3 Yrs,Not Disclosed,Kochi,3.5,851  Reviews,3 weeks ago,https://www.naukri.com/job-listings-data-analyst-ibs-software-kochi-2-to-3-years-260526501947
DATA ANALYST,Nutris Crop Solutions India,1-6 Yrs,Not Disclosed,Satara,3.3,13  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-nutris-crop-solutions-india-pvt-ltd-satara-1-to-6-years-270525503903
Data Analyst,Goodwin Financial Holdings,2-5 Yrs,Not Disclosed,Hyderabad,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-goodwin-financial-holdings-p-ltd-hyderabad-2-to-5-years-270525503891
Data Analyst,Hashtag Infosystem,3-6 Yrs,Not Disclosed,Surat,3.2,27  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-hashtag-infosystem-surat-3-to-6-years-270224500754
IRR Liquidity PBR Data Analyst,Krazymantra It Solutions,6-10 Yrs,Not Disclosed,Pune,3.7,93  Reviews,3 weeks ago,https://www.naukri.com/job-listings-irr-liquidity-pbr-data-analyst-krazymantra-it-solutions-pune-6-to-10-years-260526505709
Data Analyst,Socialion Media,1-6 Yrs,Not Disclosed,Navi Mumbai,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-socialion-media-navi-mumbai-1-to-6-years-250625502174
Data Analyst,Disc Technology Services,3-5 Yrs,Not Disclosed,Mumbai,4.7,5  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-disc-technology-services-pvt-ltd-mumbai-3-to-5-years-240925500058
Data Analyst,Freedom From Diabetes,3-8 Yrs,Not Disclosed,Pune,2.6,32  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-freedom-from-diabetes-pvt-ltd-pune-3-to-8-years-240326503473
Data Analyst,Facts N Data,3-6 Yrs,Not Disclosed,Noida,4.5,3  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-facts-n-data-noida-3-to-6-years-230424501594
Data Analyst,Clustrex Data,2-5 Yrs,Not Disclosed,Chennai,4.5,17  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-clustrex-chennai-2-to-5-years-201125502485
Data Analyst,Fintech Cloud,3-7 Yrs,4-9 Lacs PA ,Noida(Sector 63),5.0,3  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-fintech-cloud-noida-3-to-7-years-180526003408
Data Analyst,Energytech Ventures,2-5 Yrs,Not Disclosed,Kolkata,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-energytech-ventures-kolkata-2-to-5-years-170120500029
Data Analyst,Bootcoding,1-6 Yrs,Not Disclosed,Nagpur,4.0,3  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-bootcoding-nagpur-1-to-6-years-150526502860
DATA ANALYST,Nutris Crop Solutions India,1-6 Yrs,Not Disclosed,Satara,3.3,13  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-nutris-crop-solutions-india-pvt-ltd-satara-1-to-6-years-150525504303
Workday Data Analyst,Nam Info,2-5 Yrs,Not Disclosed,Chennai,3.8,15  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-workday-data-analyst-nam-info-inc-chennai-2-to-5-years-120326501189
Data Analyst,TIC Fiber,3-6 Yrs,Not Disclosed,Chennai,3.4,6  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-tic-fiber-chennai-3-to-6-years-110724502789
Data Analyst,Lorven Technologies,5-10 Yrs,Not Disclosed,Pune,3.2,41  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-lorventech-solutions-india-pvt-ltd-pune-5-to-10-years-090326502601
Data Analyst,Tattva Foundation,1-4 Yrs,Not Disclosed,Lucknow,4.6,24  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-tattvafoundation-lucknow-1-to-4-years-050925506581
Data Analyst,Squareone Insights,2-7 Yrs,Not Disclosed,Mumbai,4.0,29  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-squareone-insights-mumbai-2-to-7-years-030925500908
Data Analyst,ST Courier,10-20 Yrs,Not Disclosed,Chennai,4.2,43  Reviews,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-st-courier-chennai-10-to-20-years-030924503374
Data Analyst,Admini Boosting Productivity,1-4 Yrs,Not Disclosed,Siliguri,N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-admini-boosting-productivity-siliguri-1-to-4-years-020725503605
Data Analyst,Velodata Global,1-4 Yrs,Not Disclosed,"Madurai, Tiruppur, Salem, Chennai, Tiruchirapalli, Coimbatore",N/A,N/A,3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-velodata-global-pvt-ltd-madurai-tiruppur-salem-chennai-tiruchirapalli-coimbatore-1-to-4-years-010526501284
